gt type, IBERT V7 GTH
device, XC7VX690T
sw version, 14.7 P.20131013 (Build 14700.13.286.464)
samples per ui, 65
ui width, 1
date, 05/08/2014
time, 2:51 PM CEST
sweep test settings, RX Sampling Point, -32, 32, 
sweep test settings, TX Diff Swing, 250 mV (0000), 250 mV (0000), 
sweep test settings, TX Pre-Cursor, 0.00 dB (00000), 0.00 dB (00000), 
sweep test settings, TX Post-Cursor, 0.00 dB (00000), 0.00 dB (00000), 
=======================================================
Iteration, Elapsed Time, TX Diff Swing, TX Pre-Cursor, TX Post-Cursor, RX Sampling Point(tap), Link, # Errs1, # Errs2, BER
33, 00:00:28, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 0, 1, 0, 0,  1.863E-010
34, 00:00:29, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 1, 1, 0, 0,  1.863E-010
35, 00:00:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 2, 1, 0, 0,  1.863E-010
36, 00:00:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 3, 1, 0, 0,  1.863E-010
37, 00:00:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 4, 1, 0, 0,  1.863E-010
38, 00:00:33, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 5, 1, 0, 0,  1.863E-010
39, 00:00:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 6, 1, 0, 0,  1.863E-010
40, 00:00:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 7, 1, 0, 0,  1.863E-010
41, 00:00:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 8, 1, 0, 0,  1.863E-010
42, 00:00:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 9, 1, 0, 0,  1.863E-010
43, 00:00:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 10, 1, 0, 0,  1.863E-010
44, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 11, 1, 0, 0,  1.863E-010
45, 00:00:39, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 12, 1, 0, 0,  1.863E-010
46, 00:00:40, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 13, 1, 0, 0,  1.863E-010
47, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 14, 1, 0, 0,  1.863E-010
48, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 15, 1, 0, 0,  1.863E-010
49, 00:00:42, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 16, 1, 0, 0,  1.863E-010
50, 00:00:43, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 17, 1, 0, 0,  1.863E-010
51, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 18, 1, 0, 0,  1.863E-010
52, 00:00:45, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 19, 1, 0, 0,  1.863E-010
53, 00:00:46, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 20, 1, 0, 0,  1.863E-010
54, 00:00:47, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 21, 1, 0, 0,  1.863E-010
55, 00:00:47, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 22, 1, 0, 0,  1.863E-010
56, 00:00:48, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 23, 1, 35, 0,  6.519E-009
57, 00:00:49, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 24, 1, 953, 0,  1.775E-007
58, 00:00:50, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 25, 1, 19147, 0,  3.566E-006
59, 00:00:50, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 26, 1, 65535, 0,  1.311E-004
60, 00:00:50, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 27, 1, 65535, 0,  2.727E-004
61, 00:00:50, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 28, 1, 65535, 0,  2.550E-004
62, 00:00:50, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 29, 1, 65535, 0,  4.463E-003
63, 00:00:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 30, 1, 65535, 0,  1.179E-002
64, 00:00:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 31, 1, 65535, 0,  7.529E-002
65, 00:00:51, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 32, 1, 65535, 0,  6.038E-002
