gt type, IBERT V7 GTH
device, XC7VX690T
sw version, 14.7 P.20131013 (Build 14700.13.286.464)
samples per ui, 65
ui width, 1
date, 05/08/2014
time, 0:01 PM CEST
sweep test settings, RX Sampling Point, -32, 32, 
sweep test settings, TX Diff Swing, 250 mV (0000), 250 mV (0000), 
sweep test settings, TX Pre-Cursor, 0.00 dB (00000), 0.00 dB (00000), 
sweep test settings, TX Post-Cursor, 0.00 dB (00000), 0.00 dB (00000), 
=======================================================
Iteration, Elapsed Time, TX Diff Swing, TX Pre-Cursor, TX Post-Cursor, RX Sampling Point(tap), Link, # Errs1, # Errs2, BER
48, 00:00:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 15, 1, 0, 0,  1.863E-010
49, 00:00:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 16, 1, 0, 0,  1.863E-010
50, 00:00:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 17, 1, 0, 0,  1.863E-010
51, 00:00:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 18, 1, 0, 0,  1.863E-010
52, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 19, 1, 0, 0,  1.863E-010
53, 00:00:39, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 20, 1, 0, 0,  1.863E-010
54, 00:00:40, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 21, 1, 0, 0,  1.863E-010
55, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 22, 1, 11, 0,  2.049E-009
56, 00:00:42, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 23, 1, 331, 0,  6.165E-008
57, 00:00:43, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 24, 1, 6049, 0,  1.127E-006
58, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 25, 1, 21610, 0,  4.025E-006
59, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 26, 1, 65535, 0,  1.044E-003
60, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 27, 1, 65535, 0,  5.031E-003
61, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 28, 1, 65535, 0,  4.938E-003
62, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 29, 1, 65535, 0,  2.792E-003
63, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 30, 1, 65535, 0,  5.120E-002
64, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 31, 1, 65535, 0,  8.627E-002
65, 00:00:44, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 32, 1, 65535, 0,  1.907E-001
