gt type, IBERT V7 GTH
device, XC7VX690T
sw version, 14.7 P.20131013 (Build 14700.13.286.464)
samples per ui, 65
ui width, 1
date, 05/08/2014
time, 3:35 PM CEST
sweep test settings, RX Sampling Point, -32, 32, 
sweep test settings, TX Diff Swing, 250 mV (0000), 250 mV (0000), 
sweep test settings, TX Pre-Cursor, 0.00 dB (00000), 0.00 dB (00000), 
sweep test settings, TX Post-Cursor, 0.00 dB (00000), 0.00 dB (00000), 
=======================================================
Iteration, Elapsed Time, TX Diff Swing, TX Pre-Cursor, TX Post-Cursor, RX Sampling Point(tap), Link, # Errs1, # Errs2, BER
44, 00:00:30, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 11, 1, 0, 0,  1.863E-010
45, 00:00:31, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 12, 1, 0, 0,  1.863E-010
46, 00:00:32, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 13, 1, 0, 0,  1.863E-010
47, 00:00:33, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 14, 1, 0, 0,  1.863E-010
48, 00:00:34, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 15, 1, 0, 0,  1.863E-010
49, 00:00:35, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 16, 1, 0, 0,  1.863E-010
50, 00:00:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 17, 1, 0, 0,  1.863E-010
51, 00:00:36, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 18, 1, 0, 0,  1.863E-010
52, 00:00:37, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 19, 1, 0, 0,  1.863E-010
53, 00:00:38, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 20, 1, 0, 0,  1.863E-010
54, 00:00:39, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 21, 1, 5, 0,  9.313E-010
55, 00:00:40, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 22, 1, 1340, 0,  2.496E-007
56, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 23, 1, 41903, 0,  7.805E-006
57, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 24, 1, 65535, 0,  3.355E-005
58, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 25, 1, 65535, 0,  3.626E-004
59, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 26, 1, 65535, 0,  8.918E-004
60, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 27, 1, 65535, 0,  4.598E-003
61, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 28, 1, 65535, 0,  2.433E-002
62, 00:00:41, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 29, 1, 65535, 0,  4.961E-002
63, 00:00:42, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 30, 1, 65535, 0,  8.101E-002
64, 00:00:42, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 31, 1, 65535, 0,  1.401E-001
65, 00:00:42, 250 mV (0000), 0.00 dB (00000), 0.00 dB (00000), 32, 1, 65535, 0,  1.516E-001
